"","mz","Pearson","cosine","delta_RT"
"para",929.596573955676,0.396203519560442,0.892967562798865,1.59999999999991
"para",652.981717847344,0.601682034441323,0.914519136964149,0.331999999999994
"para",756.554098405028,0.23580857433257,0.88019063464775,1.178
"para",791.618152274394,-0.316024246038689,0.756050200294135,1.79300000000001
"para",750.981342326861,0.509739676117719,0.906803448610762,0.518000000000029
"para",179.988468994354,0.526370549771436,0.90218101063311,1.178
"para",215.009127079118,0.186799967536598,0.874248043060538,1.36900000000003
"para",734.388938701823,0.445039744487318,0.896939327661507,2.024
"para",858.584996618307,-0.260226435102862,0.815168060889165,0.942999999999984
"para",863.142882505633,0.350794101975401,0.862390917334382,0.331999999999994
"para",1177.15794294533,-0.280000900533001,0.841448876769615,0.0919999999999845
"para",1035.09964341415,0.771354043278037,0.909769609269394,0.331999999999994
"para",900.591626398236,0.540123761242581,0.908985972091743,0.754999999999995
"para",815.031990357755,0.19108572491164,0.845393509826217,0.331999999999994
"para",650.36771030726,0.638309030221345,0.925495336215125,0.754999999999995
"para",230.985543229939,0.0735820591030012,0.850431156702425,2.024
"para",935.102572611795,0.542972784217056,0.690623883180388,0.331999999999994
"para",234.157605302992,0.496000911844091,0.905241874686069,0.754999999999995
"para",499.309015325847,0.629071404885895,0.888534101304328,0.518000000000029
"para",305.248159633698,-0.432433441211021,0.672308488312369,1.79300000000001
"para",401.323906454098,-0.362024196848097,0.735980484375881,1.79300000000001
"para",225.795208261534,-0.0215461332611272,0.851969740217144,0.331999999999994
"para",521.070636342519,0.56594595397353,0.911887125402471,0.754999999999995
"para",747.564387465257,0.191112444687581,0.875440361534203,0.518000000000029
"para",686.985625449697,0.476451526850678,0.842686579537633,0.331999999999994
"para",800.5818377334,-0.420839231157503,0.823219726320214,1.79300000000001
"para",222.157763963468,0.134031954459808,0.862778025999168,0.754999999999995
"para",461.290398881666,0.676517720318385,0.932815909983554,0.0919999999999845
"para",825.068959024888,0.26975199283988,0.627890025046918,1.59999999999991
"para",301.216447644869,-0.574131618191826,0.7004561405999,1.79300000000001
"para",1479.98022096626,0.287738791697461,0.88387802138821,0.754999999999995
"para",185.154126206849,0.0284355056540531,0.859965912062226,2.024
"para",283.190586409641,0.00395315413630241,0.860227825977526,0.518000000000029
"para",251.164996688912,0.0629543363096958,0.720742812850092,1.59999999999991
"para",841.580223215628,0.27438675217719,0.882836358662645,0.518000000000029
"para",287.993693339432,-0.568389006530664,0.822205103745205,1.79300000000001
"para",303.232681206929,0.0454648472788591,0.837654255488827,0.754999999999995
"para",237.108467487509,0.492942258372544,0.905158534968137,0.754999999999995
