,mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample,KM,NKM,KMD,AKMD
CP8600,221.1542741,221.1542051,221.154312,523.514,519.048,529.766,11495713.07,11008435.74,1500863.875,29,1,221.1684289,221,-0.168428882,0.831571118
CP8605,221.1542856,221.154231,221.1543377,585.327,579.391,593.028,55077668.22,54463882.91,5125484,102,1,221.1684404,221,-0.16844042,0.83155958
CP8609,221.1542919,221.1542304,221.1543662,642.374,637.828,651.512,53585430.93,52970095.77,5177070,95,1,221.1684467,221,-0.168446717,0.831553283
CP8602,221.1542976,221.1542177,221.1544434,618.079,617.656,636.999,69362064.23,68499487.87,4840278,86,1,221.1684524,221,-0.168452386,0.831547614
CP8603,221.1543158,221.1542652,221.1543882,671.409,667.245,675.581,43722539.24,43340523.99,7518775.5,150,1,221.1684705,221,-0.168470536,0.831529464
CP6462,221.1906525,221.1902931,221.1907802,629.034,626.511,630.718,1665938.62,1656302.116,876184.125,43,1,221.2048096,221,-0.204809593,0.795190407
CP5400,221.1907787,221.1906847,221.1908629,582.823,580.669,584.907,3944855.606,3867762.293,1709723.5,27,1,221.2049358,221,-0.204935814,0.795064186
CP4751,221.1908095,221.1906556,221.1908846,543.898,530.227,555.373,2310672.225,2291150.538,811546.3125,56,1,221.2049666,221,-0.204966621,0.795033379
CP0419,221.9576091,221.957558,221.9585682,64.3591,61.3726,68.9751,6780905.873,6233926.099,2080771.625,57,1,221.9718153,222,0.02818469,1.02818469
CP0924,221.9994089,221.9992302,221.9997869,189.88,188.021,191.738,383462.9765,383459.7241,194769.1094,194768,1,222.0136178,222,-0.013617796,0.986382204
CP0728,222.0275459,222.0274484,222.0277005,66.6573,62.9753,71.7599,2285991.383,2150511.648,482909.1875,25,1,222.0417565,222,-0.041756541,0.958243459
CP0545,222.0439008,222.0438286,222.0439517,126.24,122.048,129.039,367412.0924,344431.8332,142878.5313,13,1,222.0581125,222,-0.058112515,0.941887485
CP0475,222.0439236,222.0439069,222.0439378,87.098,86.168,88.4931,50941.84929,50939.98921,33286.82422,33286,1,222.0581353,222,-0.058135346,0.941864654
CP0214,222.0439389,222.0439156,222.0439624,64.8168,63.4358,66.6573,353383.6578,349890.6966,184326.0469,32,1,222.0581506,222,-0.0581506,0.9418494
CP0677,222.0801942,222.0801319,222.0802136,161.098,156.917,165.278,13008314.07,13008305.71,6148275,6148274,1,222.0944082,222,-0.094408242,0.905591758
CP1806,222.0851289,222.084669,222.0851864,239.472,235.766,242.717,455904.8136,443337.1025,144162.1094,18,1,222.0993433,222,-0.099343257,0.900656743
CP0788,222.0851602,222.085154,222.0851656,182.468,181.075,183.862,106395.6284,104609.1039,66989.17188,15,1,222.0993745,222,-0.099374544,0.900625456
CP2255,222.1134064,222.1129938,222.1134863,276.994,275.605,278.384,95862.41826,93715.8655,60423.625,11,1,222.1276225,222,-0.12762253,0.87237747
CP3148,222.1496956,222.1492624,222.1497728,392.868,388.234,397.038,432592.0281,419769.4586,102736.5547,12,1,222.1639141,222,-0.163914125,0.836085875
CP4973,222.157676,222.1573515,222.1581411,552.031,547.806,556.386,5469854.282,4315878.592,3074507.25,32,1,222.171895,222,-0.171894969,0.828105031
CP2985,222.1576898,222.1576342,222.1577696,353.004,347.908,357.634,3020540.051,2832463.568,830617.5,40,1,222.1719088,222,-0.171908757,0.828091243
CP1639,222.1576976,222.1576869,222.1577091,230.665,226.498,232.056,113256.5402,111555.6788,67068.625,16,1,222.1719166,222,-0.171916589,0.828083411
CP5372,222.1939877,222.1939681,222.194011,582.823,581.52,583.656,412026.8506,412025.1418,376007.9063,376007,1,222.208209,222,-0.208209011,0.791790989
CP0636,222.9005397,222.9005292,222.9005511,158.31,156.453,159.704,95244.50618,93052.53157,45180.19531,10,1,222.9148063,223,0.085193724,1.085193724
CP0528,222.9525491,222.9520213,222.9528524,65.7332,62.9753,70.3662,1511228.036,1293669.549,349108.9063,18,1,222.966819,223,0.033180984,1.033180984
CP0020,222.9554965,222.9554722,222.9564123,62.9753,61.3726,64.3591,324304.3254,324301.8367,245619.4844,245618,1,222.9697665,223,0.030233479,1.030233479
CP8329,223.0194102,223.0189636,223.0194763,683.735,681.99,685.044,1102326.03,1102323.412,570843.5,570842,1,223.0336844,223,-0.0336844,0.9663156
CP1035,223.0199704,223.0199306,223.02001,78.2676,73.1539,83.3786,9204534.682,9033412.66,1039641.438,59,1,223.0342446,223,-0.034244571,0.965755429
CP1033,223.0199826,223.0199458,223.0200458,67.12,62.5132,73.1539,9954387.963,9791452.651,1861583,106,1,223.0342568,223,-0.03425675,0.96574325
CP1034,223.0200223,223.0199489,223.020458,135.551,130.903,141.125,6131749.841,5960673.007,737808.875,42,1,223.0342965,223,-0.034296459,0.965703541
CP7253,223.0279459,223.0279109,223.0280872,650.682,638.242,661.833,19173218.52,12676499.05,3681909.5,11,1,223.0422206,223,-0.042220559,0.957779441
CP6181,223.0279482,223.027847,223.0280247,608.777,601.147,616.386,11905830.91,10110851.1,1866271.125,15,1,223.0422229,223,-0.042222861,0.957777139
CP3597,223.0279647,223.0279401,223.0279849,322.422,317.782,327.058,14860034.32,13845796.85,3941774,83,1,223.0422394,223,-0.042239436,0.957760564
CP3596,223.0279651,223.027921,223.0280065,220.933,216.311,225.57,2376025.809,1423391.07,578475.25,10,1,223.0422398,223,-0.042239807,0.957760193
CP1354,223.0279797,223.0279375,223.0281058,210.287,205.646,216.311,2518234.131,1136789.419,551970.8125,12,1,223.0422544,223,-0.042254391,0.957745609
CP0589,223.0642076,223.0639484,223.0644638,149.016,146.695,151.806,385023.3584,385018.7121,126514.8828,126514,1,223.0784846,223,-0.078484578,0.921515422
CP0414,223.0642923,223.0640741,223.0644446,73.6196,71.7599,75.4798,130053.4691,129300.601,88266.13867,36,1,223.0785693,223,-0.078569296,0.921430704
CP1121,223.064449,223.0644242,223.0644748,201.011,196.84,205.182,38677804.27,38579004.65,19384350,559,1,223.0787261,223,-0.078726055,0.921273945
CP0671,223.0834342,223.0833785,223.0834765,161.098,156.917,163.883,1138824.987,1135016.461,535510.3125,111,1,223.0977125,223,-0.097712468,0.902287532
CP1395,223.0945719,223.0944779,223.0949533,218.153,217.231,219.542,303433.2781,303431.4293,227936.7813,227936,1,223.1088509,223,-0.108850878,0.891149122
CP2348,223.0973497,223.0970193,223.097506,280.702,276.068,284.875,3369669.825,3001037.211,1660366.625,71,1,223.1116288,223,-0.111628801,0.888371199
CP1362,223.0974027,223.0972458,223.0974563,195.912,191.273,200.548,6093666.087,5764627.28,1736783.25,70,1,223.1116818,223,-0.111681826,0.888318174
CP7573,223.1334277,223.133425,223.1334328,662.665,661.419,663.497,710259.6078,710257.9454,623652,623651,1,223.1477092,223,-0.147709202,0.852290798
CP3611,223.1336607,223.1334689,223.1339852,335.862,330.767,341.886,7282440.461,5809772.938,1572903.063,26,1,223.1479422,223,-0.147942159,0.852057841
CP3609,223.1336895,223.1334176,223.133784,228.813,222.789,235.302,5203988.542,3575516.548,1002525.313,16,1,223.147971,223,-0.147970987,0.852029013
CP3610,223.1337955,223.1337053,223.1340656,283.483,277.921,287.655,4059131.113,2783225.965,881532.6563,13,1,223.1480769,223,-0.14807694,0.85192306
CP0672,223.1444736,223.1444636,223.1444843,162.954,162.026,164.349,54244.28952,54242.43112,40005.99609,40005,1,223.1587557,223,-0.158755742,0.841244258
CP2916,223.1611034,223.1609854,223.1615028,353.466,352.078,355.317,108942.5721,108939.7958,53276.57813,53276,1,223.1753866,223,-0.175386627,0.824613373
CP7025,223.169961,223.1694855,223.1700172,649.028,646.13,654.412,2167572.021,2099844.004,687675.0625,13,1,223.1842448,223,-0.184244831,0.815755169
CP6025,223.169965,223.1697977,223.1702231,599.443,595.595,603.266,31812644.9,31401293.45,12585558,148,1,223.1842488,223,-0.184248837,0.815751163
CP6023,223.1699943,223.1699547,223.1700309,614.267,610.462,618.079,4295001.129,3908043.057,1282563.625,15,1,223.1842781,223,-0.184278094,0.815721906
CP6022,223.1700056,223.1699779,223.1700633,591.745,587.885,595.595,92123205.14,91709762.35,35979588,424,1,223.1842894,223,-0.184289387,0.815710613
CP6024,223.1700084,223.1698112,223.170239,584.073,580.669,587.885,33567491.71,33200905.2,17522958.5,206,1,223.1842922,223,-0.184292173,0.815707827
CP3763,223.1700127,223.1699598,223.1700748,480.921,478.215,485.956,1181371.223,1088568.725,377088.3438,14,1,223.1842965,223,-0.184296529,0.815703471
CP5382,223.2061789,223.206036,223.2065326,573.417,569.163,579.817,10258795.91,9167087.412,2717975.25,26,1,223.220465,223,-0.220465005,0.779534995
CP0916,223.9964988,223.9963725,223.9968953,189.88,188.486,191.273,92391.1838,92388.8613,59932.91406,59932,1,224.0108355,224,-0.010835485,0.989164515
CP7062,224.0275651,224.0275419,224.0275822,651.098,649.442,653.998,1326556.205,1302407.596,600659.0625,11,1,224.0419038,224,-0.041903784,0.958096216
CP2706,224.0275904,224.0275842,224.0276032,322.422,317.782,327.058,2171781.665,2115782.169,616687.1875,46,1,224.0419291,224,-0.041929115,0.958070885
CP0910,224.0385671,224.0381492,224.0386628,189.415,188.021,190.809,96544.23622,96541.91289,63242.23047,63241,1,224.0529065,224,-0.052906473,0.947093527
CP0567,224.041652,224.0415564,224.0417034,139.265,133.228,141.125,277969.8817,269613.3722,82872.90625,10,1,224.0559916,224,-0.055991621,0.944008379
CP1090,224.0677285,224.0673383,224.0678467,201.011,198.697,203.792,3212487.533,3212482.901,1619402.125,1619401,1,224.0820698,224,-0.082069798,0.917930202
CP0660,224.0759161,224.0757358,224.0760026,161.098,156.917,162.954,530690.5482,530088.5046,288130.1563,161,1,224.0902579,224,-0.09025786,0.90974214
CP1588,224.0924922,224.0923363,224.0925733,224.642,220.005,228.813,761812.479,679563.9313,320541.6875,16,1,224.1068351,224,-0.106835073,0.893164927
CP2307,224.1005807,224.1005545,224.1005963,280.702,278.384,284.875,323243.9806,319756.8328,155351.4531,34,1,224.114924,224,-0.114924009,0.885075991
CP1023,224.1006442,224.100447,224.1010938,195.912,190.345,198.697,795522.036,768648.9173,476653.0156,46,1,224.1149876,224,-0.114987574,0.885012426
CP1599,224.1414334,224.141358,224.1419027,228.351,226.498,233.911,305008.0877,297319.1537,116345.2656,13,1,224.1557793,224,-0.155779337,0.844220663
CP3231,224.1652337,224.1649564,224.1655643,407.234,400.745,412.793,750287.0397,673733.8225,207184.3828,16,1,224.1795812,224,-0.179581177,0.820418823
CP3741,224.1731713,224.1730804,224.1736023,481.383,479.538,482.773,143193.5652,143190.7924,64132.89063,64132,1,224.1875193,224,-0.187519306,0.812480694
CP5548,224.173335,224.1730782,224.1736474,591.745,581.094,601.572,23770689.44,22642109.57,6355683,27,1,224.187683,224,-0.18768304,0.81231696
CP5503,224.2098754,224.2098629,224.2098828,590.89,589.603,591.745,187105.7583,187104.0447,130523.9844,130523,1,224.2242257,224,-0.224225742,0.775774258
CP0427,224.9321329,224.9319791,224.9332127,64.3591,61.3726,69.9022,1109584.279,998437.4424,269318.25,18,1,224.9465295,225,0.053470477,1.053470477
CP1489,225.0070877,225.0070721,225.0070986,221.396,220.005,223.253,133145.109,130849.1366,75670.89844,16,1,225.0214891,225,-0.021489106,0.978510894
CP0702,225.0071062,225.006903,225.0074149,166.672,162.026,171.318,470504.0479,416252.8441,178694.7969,15,1,225.0215076,225,-0.021507615,0.978492385
CP0892,225.0073912,225.0070426,225.0076314,187.094,182.934,191.273,552136.9782,468901.4299,228527.125,15,1,225.0217926,225,-0.021792572,0.978207428
CP2707,225.0248113,225.0247495,225.0248745,322.422,318.71,327.522,1399652.929,1385171.022,415065.6563,59,1,225.0392138,225,-0.039213838,0.960786162
CP1472,225.0248215,225.0248154,225.0248293,220.933,219.542,224.642,130067.9406,128329.1914,61781.94531,12,1,225.039224,225,-0.039224043,0.960775957
CP5809,225.02484,225.0248277,225.0248542,607.933,604.536,609.619,461514.1453,455329.6953,230706.7344,12,1,225.0392425,225,-0.039242516,0.960757484
CP1085,225.0600121,225.0597934,225.0602807,201.011,198.697,203.329,1996142.111,1996137.942,1402319.125,1402318,1,225.0744168,225,-0.074416847,0.925583153
CP1077,225.0681746,225.067913,225.0684134,201.011,199.159,202.865,385837.1792,385833.9364,228228.0156,228227,1,225.0825799,225,-0.082579883,0.917420117
CP1774,225.076485,225.0763548,225.0766069,235.766,232.056,239.935,913617.1067,674840.612,380328,14,1,225.0908908,225,-0.090890807,0.909109193
CP4082,225.0765149,225.0765123,225.0765195,507.549,506.165,508.466,83163.88351,83162.04271,50746.67578,50746,1,225.0909207,225,-0.090920743,0.909079257
CP3478,225.0917986,225.0917113,225.091955,453.106,448.008,457.735,3926904.952,3672025.26,1200877.063,49,1,225.1062054,225,-0.106205392,0.893794608
CP6038,225.1126037,225.1124988,225.1129853,617.233,615.962,618.079,273613.4446,273611.751,180053.5938,180053,1,225.1270118,225,-0.127011808,0.872988192
CP7967,225.1126679,225.1125048,225.1129914,676.838,675.162,680.249,792325.9599,778713.3419,478076.5938,13,1,225.127076,225,-0.12707599,0.87292401
CP4766,225.1129974,225.1129926,225.1130014,546.5,545.625,547.806,129307.341,129305.5962,85803.8125,85803,1,225.1274055,225,-0.127405545,0.872594455
CP8100,225.1490629,225.148979,225.1495141,680.249,678.96,681.553,406531.6947,406529.5339,327232.6875,327232,1,225.1634733,225,-0.163473349,0.836526651
CP3576,225.1491313,225.1489551,225.1492929,435.962,431.337,441.059,3603293.455,2596696.909,1101310.188,23,1,225.1635418,225,-0.163541773,0.836458227
CP3575,225.1492911,225.148978,225.1495361,229.277,224.642,233.911,4730184.908,3778158.616,1260661.188,27,1,225.1637016,225,-0.163701576,0.836298424
CP5527,225.1767871,225.1764107,225.1768993,591.745,590.032,593.028,634364.3797,630888.0326,315915.3438,21,1,225.1911993,225,-0.191199321,0.808800679
CP6383,225.1829658,225.1825514,225.1830489,626.089,621.883,634.913,62763837.94,59979425.2,29201332,16,1,225.1973784,225,-0.197378428,0.802621572
CP5328,225.185508,225.1854607,225.1855962,574.273,568.738,578.118,5365893.524,3913703.483,1397249.125,11,1,225.1999208,225,-0.199920825,0.800079175
CP7441,225.18555,225.1855067,225.1855649,633.239,628.614,636.583,1031202909,1029152663,426368128,2895,1,225.1999628,225,-0.199962825,0.800037175
CP5327,225.1855573,225.1854768,225.1858059,564.472,560.227,568.738,30186947.35,28857118.14,11124534,94,1,225.1999701,225,-0.199970102,0.800029898
CP7440,225.1855621,225.1855221,225.1855943,624.408,620.194,628.614,5202007346,5199846484,1630043008,11074,1,225.1999749,225,-0.199974919,0.800025081
CP7443,225.1855932,225.185493,225.1857714,654.412,649.028,659.365,22676552.48,20048986.74,4951891.75,32,1,225.200006,225,-0.200006037,0.799993963
CP7442,225.1856786,225.185499,225.1857909,644.474,636.583,649.028,119166268.6,116023147.7,22081532,106,1,225.2000914,225,-0.200091387,0.799908613
CP6703,225.2220188,225.2215329,225.222104,634.913,619.772,651.512,12326694.95,9525791.431,2323345.75,11,1,225.236434,225,-0.236433972,0.763566028
CP8027,225.2220314,225.2220003,225.2220459,678.108,676.838,680.683,514391.82,504630.5034,332022.625,15,1,225.2364466,225,-0.23644656,0.76355344
CP8192,225.7953346,225.795233,225.7954725,678.96,673.907,684.17,14864563.47,13207712.92,2923118.5,10,1,225.8097864,226,0.190213568,0.190213568
CP3644,225.9082738,225.9081272,225.9084799,438.742,433.647,443.376,4879105.386,4609444.429,811922.2188,13,1,225.9227328,226,0.077267165,1.077267165
CP2194,225.946811,225.9466667,225.9471835,271.433,270.044,273.287,140259.0478,140256.2681,81189.80469,81189,1,225.9612725,226,0.038727483,1.038727483
CP0215,225.9507525,225.9507339,225.9507684,65.2737,64.3591,66.6573,113922.1044,113920.2658,66807.17969,66806,1,225.9652143,226,0.034785693,1.034785693
CP2687,226.0245837,226.0241719,226.0246808,322.422,321.03,324.275,91589.46314,91586.68171,45230.19922,45229,1,226.0390502,226,-0.039050197,0.960949803
CP0665,226.0354438,226.0353736,226.0359067,161.562,160.168,163.419,214983.4841,214980.6975,135167.5781,135167,1,226.049911,226,-0.049910968,0.950089032
CP1064,226.0634452,226.0634275,226.0634591,201.011,199.622,201.939,100936.7345,100934.8809,68747.24219,68746,1,226.0779142,226,-0.077914219,0.922085781
CP1844,226.0799525,226.0797592,226.0802791,243.643,242.253,245.495,116726.4126,113986.5137,58024.36328,11,1,226.0944225,226,-0.094422527,0.905577473
CP3410,226.0950678,226.0949988,226.0950931,453.106,448.935,457.272,567057.852,554552.7777,145464.2656,18,1,226.1095388,226,-0.109538764,0.890461236
CP2756,226.1808731,226.1806863,226.1813299,330.304,325.667,333.548,497442.4697,481435.5404,143903.6563,16,1,226.1953496,226,-0.195349603,0.804650397
CP5077,226.1889914,226.188926,226.1891002,564.472,561.927,568.312,4027394.845,3954522.201,1558593.875,36,1,226.2034684,226,-0.203468449,0.796531551
CP6938,226.1890067,226.1889473,226.1892227,633.239,628.614,636.999,159253370.1,158424686.9,66091020,414,1,226.2034837,226,-0.203483744,0.796516256
CP6937,226.1890072,226.1889597,226.1890383,624.408,620.194,628.614,778600281.1,777768138.8,236628032,1484,1,226.2034842,226,-0.203484175,0.796515825
CP6572,226.2253158,226.2252212,226.2257647,634.913,633.239,638.655,685284.0584,674881.602,440881.7188,13,1,226.2397951,226,-0.23979514,0.76020486
CP4428,227.0820334,227.0820247,227.0820438,523.96,522.617,525.279,158865.0353,156366.3179,101854.7813,10,1,227.0965676,227,-0.096567559,0.903432441
CP1252,227.0923164,227.0922257,227.092414,185.717,181.54,189.415,1224473.787,941466.7381,305575.4063,11,1,227.1068513,227,-0.106851256,0.893148744
CP1251,227.092349,227.0922513,227.0924923,206.574,202.402,211.214,1837530.808,1522702.344,755830.375,30,1,227.1068838,227,-0.10688381,0.89311619
CP3441,227.128727,227.1285388,227.1288105,347.444,342.812,352.078,3645276.95,3067165.185,1359077.625,76,1,227.1432642,227,-0.143264184,0.856735816
CP3352,227.1801602,227.1801552,227.1801634,442.449,440.596,443.839,85967.74324,85965.42681,67529.04688,67528,1,227.1947006,227,-0.194700643,0.805299357
CP6121,227.1801997,227.1801355,227.1803406,619.349,617.233,621.461,3761324.934,3756662.811,1782741.25,132,1,227.1947401,227,-0.194740136,0.805259864
CP6444,227.1923033,227.1919895,227.192834,624.408,620.616,628.614,46824455.64,45352620.71,14570641,20,1,227.2068446,227,-0.206844586,0.793155414
CP7881,227.1984941,227.1981708,227.1987142,671.826,670.578,673.491,35579399.48,35579397.4,27253160,27253159,1,227.2130357,227,-0.213035745,0.786964255
CP8614,227.2011755,227.2010146,227.201244,663.497,659.775,668.078,713605625.4,699485924.6,253986352,277,1,227.2157173,227,-0.215717286,0.784282714
CP8613,227.2012625,227.2012434,227.2012841,672.242,668.078,676.838,4321412679,4306549605,1240699264,1360,1,227.2158043,227,-0.215804281,0.784195719
CP8612,227.2012855,227.2011772,227.201496,610.041,598.589,622.305,126345552.8,87249813.85,27156998,28,1,227.2158273,227,-0.215827307,0.784172693
CP3412,227.9349363,227.9349313,227.9349417,455.422,454.495,456.81,78526.24778,77415.72912,53663.89844,11,1,227.949525,228,0.050474958,1.050474958
CP0393,227.9968091,227.9963642,227.9969565,68.511,66.6573,71.7599,1261075.451,1261070.812,840596.2188,840595,1,228.0114018,228,-0.011401824,0.988598176
CP0462,227.9968952,227.9968762,227.9969115,84.7723,83.3786,87.5627,102173.0634,100512.8014,72779.75,18,1,228.0114879,228,-0.011487935,0.988512065
CP0552,227.9969167,227.9968788,227.9969796,130.903,128.574,132.762,177718.3408,177714.6181,67059.54688,67059,1,228.0115094,228,-0.011509397,0.988490603
